Pavarde              Vardas              Galutinis
Pavarde9087          Vardas9087          7.20
Pavarde9088          Vardas9088          5.60
Pavarde9095          Vardas9095          7.40
Pavarde9096          Vardas9096          6.60
Pavarde9097          Vardas9097          5.40
Pavarde9098          Vardas9098          7.40
Pavarde9099          Vardas9099          7.00
Pavarde9100          Vardas9100          9.20
Pavarde9101          Vardas9101          6.40
Pavarde9102          Vardas9102          6.80
Pavarde9104          Vardas9104          6.80
Pavarde9105          Vardas9105          9.20
Pavarde9109          Vardas9109          6.00
Pavarde9110          Vardas9110          5.40
Pavarde9111          Vardas9111          8.00
Pavarde9113          Vardas9113          7.00
Pavarde9115          Vardas9115          8.40
Pavarde9118          Vardas9118          8.80
Pavarde9120          Vardas9120          8.80
Pavarde9121          Vardas9121          7.60
Pavarde9123          Vardas9123          5.60
Pavarde9124          Vardas9124          5.60
Pavarde9125          Vardas9125          5.80
Pavarde9127          Vardas9127          5.40
Pavarde9129          Vardas9129          7.60
Pavarde9131          Vardas9131          5.40
Pavarde9132          Vardas9132          6.80
Pavarde9133          Vardas9133          6.80
Pavarde9134          Vardas9134          9.20
Pavarde9135          Vardas9135          5.80
Pavarde9136          Vardas9136          5.20
Pavarde9137          Vardas9137          8.40
Pavarde9139          Vardas9139          5.20
Pavarde9141          Vardas9141          6.60
Pavarde9142          Vardas9142          7.40
Pavarde9143          Vardas9143          7.60
Pavarde9146          Vardas9146          5.00
Pavarde9147          Vardas9147          6.20
Pavarde9148          Vardas9148          5.80
Pavarde9149          Vardas9149          9.20
Pavarde9151          Vardas9151          7.40
Pavarde9152          Vardas9152          7.40
Pavarde9154          Vardas9154          7.20
Pavarde9155          Vardas9155          5.80
Pavarde9157          Vardas9157          8.00
Pavarde9158          Vardas9158          5.00
Pavarde9159          Vardas9159          5.20
Pavarde9163          Vardas9163          7.40
Pavarde9164          Vardas9164          5.00
Pavarde9167          Vardas9167          8.00
Pavarde9168          Vardas9168          5.00
Pavarde9171          Vardas9171          7.20
Pavarde9174          Vardas9174          8.20
Pavarde9175          Vardas9175          8.40
Pavarde9176          Vardas9176          8.40
Pavarde9177          Vardas9177          6.00
Pavarde9178          Vardas9178          7.40
Pavarde9179          Vardas9179          5.20
Pavarde9180          Vardas9180          6.80
Pavarde9181          Vardas9181          8.00
Pavarde9182          Vardas9182          7.40
Pavarde9185          Vardas9185          7.40
Pavarde9186          Vardas9186          8.40
Pavarde9187          Vardas9187          5.60
Pavarde9189          Vardas9189          7.40
Pavarde9190          Vardas9190          8.80
Pavarde9193          Vardas9193          6.20
Pavarde9194          Vardas9194          5.00
Pavarde9195          Vardas9195          7.00
Pavarde9197          Vardas9197          7.80
Pavarde9198          Vardas9198          6.60
Pavarde9201          Vardas9201          5.00
Pavarde9202          Vardas9202          6.40
Pavarde9204          Vardas9204          5.60
Pavarde9205          Vardas9205          5.20
Pavarde9207          Vardas9207          9.20
Pavarde9208          Vardas9208          7.20
Pavarde9209          Vardas9209          8.40
Pavarde9210          Vardas9210          6.60
Pavarde9214          Vardas9214          7.00
Pavarde9215          Vardas9215          8.60
Pavarde9216          Vardas9216          5.40
Pavarde9217          Vardas9217          6.20
Pavarde9222          Vardas9222          8.20
Pavarde9223          Vardas9223          7.20
Pavarde9224          Vardas9224          8.80
Pavarde9227          Vardas9227          7.00
Pavarde9231          Vardas9231          5.20
Pavarde9232          Vardas9232          7.20
Pavarde9233          Vardas9233          5.00
Pavarde9234          Vardas9234          8.20
Pavarde9236          Vardas9236          7.00
Pavarde9237          Vardas9237          8.20
Pavarde9239          Vardas9239          5.00
Pavarde9240          Vardas9240          8.40
Pavarde9242          Vardas9242          7.20
Pavarde9244          Vardas9244          7.00
Pavarde9245          Vardas9245          6.20
Pavarde9247          Vardas9247          9.20
Pavarde9250          Vardas9250          7.20
Pavarde9251          Vardas9251          5.60
Pavarde9252          Vardas9252          8.20
Pavarde9253          Vardas9253          7.20
Pavarde9255          Vardas9255          5.60
Pavarde9258          Vardas9258          8.60
Pavarde9261          Vardas9261          8.40
Pavarde9262          Vardas9262          8.40
Pavarde9263          Vardas9263          5.20
Pavarde9268          Vardas9268          6.20
Pavarde9269          Vardas9269          8.20
Pavarde9270          Vardas9270          5.40
Pavarde9271          Vardas9271          7.20
Pavarde9272          Vardas9272          7.20
Pavarde9275          Vardas9275          6.40
Pavarde9277          Vardas9277          7.20
Pavarde9278          Vardas9278          5.20
Pavarde9279          Vardas9279          6.80
Pavarde9281          Vardas9281          6.00
Pavarde9282          Vardas9282          7.00
Pavarde9283          Vardas9283          7.20
Pavarde9285          Vardas9285          8.20
Pavarde9286          Vardas9286          5.00
Pavarde9287          Vardas9287          6.40
Pavarde9288          Vardas9288          5.00
Pavarde9289          Vardas9289          8.60
Pavarde9290          Vardas9290          7.20
Pavarde9291          Vardas9291          6.20
Pavarde9292          Vardas9292          6.00
Pavarde9293          Vardas9293          5.00
Pavarde9296          Vardas9296          6.60
Pavarde9297          Vardas9297          8.40
Pavarde9299          Vardas9299          5.20
Pavarde9300          Vardas9300          5.80
Pavarde9304          Vardas9304          6.60
Pavarde9307          Vardas9307          6.80
Pavarde9308          Vardas9308          6.00
Pavarde9309          Vardas9309          6.60
Pavarde9312          Vardas9312          7.60
Pavarde9317          Vardas9317          7.60
Pavarde9318          Vardas9318          6.80
Pavarde9320          Vardas9320          6.00
Pavarde9323          Vardas9323          7.80
Pavarde9325          Vardas9325          6.40
Pavarde9326          Vardas9326          6.80
Pavarde9329          Vardas9329          7.60
Pavarde9330          Vardas9330          5.20
Pavarde9332          Vardas9332          7.20
Pavarde9334          Vardas9334          6.20
Pavarde9336          Vardas9336          8.80
Pavarde9338          Vardas9338          5.80
Pavarde9339          Vardas9339          6.60
Pavarde9343          Vardas9343          6.20
Pavarde9346          Vardas9346          6.20
Pavarde9347          Vardas9347          5.80
Pavarde9348          Vardas9348          5.80
Pavarde9349          Vardas9349          7.40
Pavarde9351          Vardas9351          8.60
Pavarde9352          Vardas9352          6.60
Pavarde9353          Vardas9353          6.20
Pavarde9354          Vardas9354          8.40
Pavarde9356          Vardas9356          5.80
Pavarde9357          Vardas9357          6.80
Pavarde9358          Vardas9358          5.60
Pavarde9361          Vardas9361          5.80
Pavarde9362          Vardas9362          7.00
Pavarde9363          Vardas9363          8.00
Pavarde9364          Vardas9364          6.40
Pavarde9365          Vardas9365          7.00
Pavarde9366          Vardas9366          6.60
Pavarde9367          Vardas9367          8.80
Pavarde9368          Vardas9368          8.80
Pavarde9369          Vardas9369          6.00
Pavarde9372          Vardas9372          6.20
Pavarde9373          Vardas9373          5.80
Pavarde9376          Vardas9376          7.40
Pavarde9377          Vardas9377          6.00
Pavarde9379          Vardas9379          7.00
Pavarde9380          Vardas9380          5.00
Pavarde9382          Vardas9382          5.60
Pavarde9383          Vardas9383          9.20
Pavarde9385          Vardas9385          5.60
Pavarde9387          Vardas9387          6.40
Pavarde9388          Vardas9388          7.20
Pavarde9389          Vardas9389          5.40
Pavarde9392          Vardas9392          7.60
Pavarde9393          Vardas9393          6.40
Pavarde9394          Vardas9394          6.60
Pavarde9395          Vardas9395          6.40
Pavarde9397          Vardas9397          7.20
Pavarde9399          Vardas9399          5.00
Pavarde9402          Vardas9402          7.60
Pavarde9405          Vardas9405          7.20
Pavarde9407          Vardas9407          5.60
Pavarde9408          Vardas9408          8.20
Pavarde9411          Vardas9411          9.60
Pavarde9412          Vardas9412          5.00
Pavarde9414          Vardas9414          5.40
Pavarde9416          Vardas9416          6.20
Pavarde9417          Vardas9417          7.80
Pavarde9418          Vardas9418          8.80
Pavarde9419          Vardas9419          8.60
Pavarde9420          Vardas9420          8.40
Pavarde9422          Vardas9422          6.00
Pavarde9424          Vardas9424          8.60
Pavarde9425          Vardas9425          5.00
Pavarde9426          Vardas9426          6.00
Pavarde9427          Vardas9427          6.60
Pavarde9429          Vardas9429          6.80
Pavarde9432          Vardas9432          5.40
Pavarde9435          Vardas9435          7.80
Pavarde9436          Vardas9436          5.60
Pavarde9438          Vardas9438          5.20
Pavarde9441          Vardas9441          5.60
Pavarde9443          Vardas9443          5.00
Pavarde9445          Vardas9445          6.20
Pavarde9446          Vardas9446          6.60
Pavarde9447          Vardas9447          7.80
Pavarde9448          Vardas9448          6.80
Pavarde9449          Vardas9449          8.00
Pavarde9450          Vardas9450          5.20
Pavarde9452          Vardas9452          6.40
Pavarde9454          Vardas9454          5.60
Pavarde9455          Vardas9455          7.20
